country_code,postal_code,latitude,longitude,region_id
che,1680,6.9357,46.6943,FR::Romont (FR);Mézières (FR)::Berlens||Romont FR
che,1681,6.8923,46.687,FR::Billens-Hennens::Billens||Hennens
che,1682,6.8847,46.7094,VD::Dompierre (VD);Prévonloup;Valbroye;Lovatens::Dompierre VD||Lovatens||Prévonloup||Villars-Bramard||Cerniaz VD
che,1683,6.8457,46.6762,VD::Lucens::Brenles||Chesalles-sur-Moudon||Sarzens
che,1684,6.9263,46.6791,FR::Mézières (FR)::Mézières FR
che,1685,6.9399,46.6648,FR::Vuisternens-devant-Romont::Villariaz
che,1686,6.9597,46.6802,FR::Grangettes;Vuisternens-devant-Romont::Grangettes-près-Romont||La Neirigue
che,1687,6.9396,46.6532,FR::Vuisternens-devant-Romont::Vuisternens-devant-Romont||La Magne||Estévenens
che,1688,6.9065,46.6375,FR::Vuisternens-devant-Romont::Sommentier||Lieffrens
che,1689,6.9783,46.6775,FR::Le Châtelard::Le Châtelard-près-Romont
che,1690,6.9506,46.7175,FR::Villaz::Villaz-St-Pierre||Lussy FR
che,1691,6.9628,46.7395,FR::Villaz::Villarimboud
che,1692,6.9734,46.7006,FR::Massonnens::1692
che,1694,6.9997,46.7124,FR::Villorsonnens::Villarsiviriaux||Villargiroud||Orsonnens||Chavannes-sous-Orsonnens
che,1695,7.0245,46.7147,FR::Gibloux::Villarlod||Rueyres-St-Laurent||Estavayer-le-Gibloux||Villarsel-le-Gibloux
che,1696,7.0531,46.7078,FR::Gibloux::Vuisternens-en-Ogoz
che,1697,6.9242,46.6257,FR::Vuisternens-devant-Romont::La Joux FR||Les Ecasseys
che,1699,6.8678,46.6002,FR::Le Flon::Porsel||Pont (Veveyse)||Bouloz
che,1700,7.1628,46.8062,FR::Fribourg::1700
che,1712,7.2176,46.8154,FR::Tafers::1712
che,1713,7.2607,46.8223,FR::St. Antoni::1713
che,1714,7.2987,46.8299,FR::Heitenried::1714
che,1715,7.2588,46.7956,FR::Alterswil::Alterswil FR
che,1716,7.2837,46.7174,FR::Plaffeien::Plaffeien||Oberschrot||Schwarzsee
che,1717,7.2213,46.7913,FR::St. Ursen::1717
che,1718,7.2408,46.7683,FR::Rechthalten::1718
che,1719,7.2851,46.7573,FR::Plaffeien;Brünisried::Brünisried||Zumholz
che,1720,7.0903,46.8077,FR::Corminboeuf::Corminboeuf||Chésopelloz
che,1721,7.0822,46.858,FR::Misery-Courtion::Misery||Cormérod||Courtion||Cournillens
che,1722,7.177,46.8,FR::Fribourg::Bourguillon
che,1723,7.1725,46.7741,FR::Marly||Pierrafortscha||Villarsel-sur-Marly
che,1724,7.1746,46.7396,FR::Ferpicloz;Senèdes;Le Mouret::Ferpicloz||Le Mouret||Essert FR||Montévraz||Oberried FR||Zénauva||Bonnefontaine||Senèdes
che,1725,7.095,46.7623,FR::Hauterive (FR)::Posieux
che,1726,7.0611,46.729,FR::Gibloux::Farvagny-le-Grand||Farvagny-le-Petit||Grenilles||Posat
che,1727,7.0896,46.7431,FR::Gibloux::Corpataux||Magnedens
che,1728,7.1007,46.72,FR::Gibloux::Rossens FR
che,1730,7.0869,46.7581,FR::Hauterive (FR)::Ecuvillens
che,1731,7.1463,46.7545,FR::Ependes (FR)::Ependes FR
che,1732,7.123,46.7469,FR::Arconciel::1732
che,1733,7.1376,46.7285,FR::Treyvaux::1733
che,1734,7.1977,46.7704,FR::Tentlingen::1734
che,1735,7.2104,46.7611,FR::Giffers::1735
che,1736,7.2246,46.7411,FR::St. Silvester::1736
che,1737,7.2519,46.7355,FR::Plasselb::1737
che,1738,7.3534,46.7131,BE::Guggisberg::Sangernboden
che,1740,7.0652,46.7679,FR::Neyruz (FR)::Neyruz FR
che,1741,7.033,46.7506,FR::Cottens (FR)::Cottens FR
che,1742,7.0206,46.7365,FR::Autigny::1742
che,1744,7.0025,46.7397,FR::Chénens::1744
che,1745,7.0032,46.7601,FR::La Brillaz::Lentigny
che,1746,7.0151,46.7855,FR::Prez::Prez-vers-Noréaz
che,1747,6.9929,46.7735,FR::Prez::Corserey
che,1748,6.9685,46.7706,FR::Torny::Torny-le-Grand
che,1749,6.9494,46.7681,FR::Torny::Middes
che,1752,7.116,46.791,FR::Villars-sur-Glâne::1752
che,1753,7.0963,46.7864,FR::Matran::1753
che,1754,7.0581,46.7867,FR::Avry::Corjolens||Avry-sur-Matran
che,1756,7.0298,46.7744,FR::La Brillaz::Onnens FR||Lovens
che,1757,7.0277,46.8027,FR::Prez::Noréaz
che,1762,7.1266,46.8122,FR::Givisiez::1762
che,1763,7.1415,46.8251,FR::Granges-Paccot::1763
che,1772,7.0564,46.8225,FR::Ponthaux;Grolley::Grolley||Nierlet-les-Bois||Ponthaux
che,1773,7.0219,46.837,FR::Belmont-Broye::Léchelles||Chandon||Russy
che,1774,6.9804,46.8186,FR::Montagny (FR)::Cousset||Cousset||Montagny-les-Monts
che,1775,6.9755,46.789,FR::Montagny (FR)::Mannens||Grandsivaz
che,1776,6.9954,46.8175,FR::Montagny (FR)::Montagny-la-Ville
che,1782,7.1106,46.8284,FR::La Sonnaz;Belfaux::Belfaux||Autafond||Lossy||La Corbaz||Cormagens||Formangueires
che,1783,7.1483,46.8505,FR::Courtepin::Pensier||Barberêche
che,1784,7.1208,46.8691,FR::Courtepin::Courtepin||Wallenried
che,1785,7.1402,46.8982,FR::Cressier (FR)::Cressier FR
che,1786,7.1128,46.9619,FR::Mont-Vully::Sugiez
che,1787,7.0688,46.946,FR;VD::Mont-Vully;Vully-les-Lacs::Môtier (Vully)||Mur (Vully) FR||Mur (Vully) VD
che,1788,7.0973,46.953,FR::Mont-Vully::Praz (Vully)
che,1789,7.0702,46.9503,FR::Mont-Vully::Lugnorre
che,1791,7.1304,46.8708,FR::Courtepin::Courtaman
che,1792,7.1443,46.8762,FR::Gurmels::Cordast||Guschelmuth
che,1793,7.1641,46.9033,FR::Murten::Jeuss
che,1794,7.1504,46.9125,FR::Murten::Salvenach
che,1795,7.1111,46.8912,FR::Murten::Courlevon
che,1796,7.112,46.9073,FR::Courgevaux::1796
che,1797,7.1263,46.9117,BE::Münchenwiler::1797
che,1800,6.8482,46.4591,VD::Vevey::1800
che,1801,6.8302,46.4816,VD::Chardonne::Le Mont-Pèlerin
che,1802,6.8328,46.4723,VD::Corseaux::1802
che,1803,6.827,46.4768,VD::Chardonne::1803
che,1804,6.8417,46.4702,VD::Corsier-sur-Vevey::1804
che,1805,6.8421,46.4779,VD::Jongny::1805
che,1806,6.884,46.4714,VD::Saint-Légier-La Chiésaz::St-Légier-La Chiésaz
che,1807,6.8944,46.4659,VD::Blonay::1807
che,1808,6.8768,46.4995,VD::Corsier-sur-Vevey::Les Monts-de-Corsier
che,1809,6.8662,46.4836,VD::Corsier-sur-Vevey::Fenil-sur-Corsier
che,1814,6.857,46.4536,VD::La Tour-de-Peilz::1814
che,1815,6.8925,46.442,VD::Montreux::Clarens
che,1816,6.892,46.4544,VD::Montreux::Chailly-Montreux
che,1817,6.9014,46.4576,VD::Montreux::Brent
che,1820,6.9216,46.4261,VD::Montreux;Veytaux::Montreux||Territet||Veytaux
che,1822,6.9136,46.4426,VD::Montreux::Chernex
che,1823,6.9256,46.4321,VD::Montreux::Glion
che,1824,6.9386,46.4327,VD::Montreux::Caux
che,1832,6.9224,46.4565,VD::Montreux::Chamby||Villard-sur-Chamby
che,1833,6.9428,46.4531,VD::Montreux::Les Avants
che,1844,6.9252,46.3963,VD::Villeneuve (VD)::Villeneuve VD
che,1845,6.8986,46.3809,VD::Noville::1845
che,1846,6.8943,46.3496,VD::Chessel::1846
che,1847,6.9186,46.3759,VD::Rennaz::1847
che,1852,6.9304,46.3617,VD::Roche (VD)::Roche VD
che,1853,6.9609,46.3309,VD::Yvorne::1853
che,1854,7.0125,46.3416,VD::Leysin::1854
che,1856,6.9625,46.3502,VD::Corbeyrier::1856
che,1860,6.9676,46.3173,VD::Aigle::1860
che,1862,7.0896,46.3876,VD::Ormont-Dessous::Les Mosses||La Comballaz
che,1863,7.0517,46.3618,VD::Ormont-Dessous::Le Sépey
che,1864,7.1317,46.3537,VD::Ormont-Dessus::Vers-l'Eglise
che,1865,7.1572,46.3498,VD::Ormont-Dessus::Les Diablerets
che,1866,7.0683,46.3515,VD::Ormont-Dessous::La Forclaz VD
che,1867,6.9957,46.3003,VD::Ollon::Ollon VD||St-Triphon||Panex
che,1868,6.9403,46.2606,VS::Collombey-Muraz::Collombey||Collombey
che,1869,6.9896,46.2426,VS::Massongex::1869
che,1870,6.8811,46.2299,VS::Monthey||Monthey
che,1871,6.9573,46.2348,VS::Monthey::Choëx||Les Giettes
che,1872,6.919,46.2298,VS::Troistorrents::1872
che,1873,6.8655,46.1998,VS::Val-d'Illiez::Val-d'Illiez||Champoussin||Les Crosets
che,1874,6.8703,46.1783,VS::Champéry::1874
che,1875,6.8575,46.2372,VS::Troistorrents::Morgins
che,1880,7.0506,46.2624,VD::Bex::Bex||Frenières-sur-Bex||Fenalet-sur-Bex||Les Plans-sur-Bex||Les Posses-sur-Bex
che,1882,7.0628,46.2735,VD::Gryon::1882
che,1884,7.0487,46.2926,VD::Ollon::Villars-sur-Ollon||Arveyes||Huémoz
che,1885,7.0435,46.3013,VD::Ollon::Chesières
che,1890,7.0013,46.2012,VS::Saint-Maurice::St-Maurice||Mex VS
che,1891,6.9884,46.2105,VS::Vérossaz::1891
che,1892,7.0246,46.211,VD::Lavey-Morcles::Lavey-Village||Lavey-les-Bains||Morcles
che,1893,6.9258,46.2802,VS::Collombey-Muraz::Muraz (Collombey)
che,1895,6.8996,46.309,VS::Vionnaz::1895
che,1896,6.8748,46.3369,VS::Vouvry::Vouvry||Miex
che,1897,6.8641,46.3736,VS::Port-Valais::Bouveret||Les Evouettes
che,1898,6.804,46.3926,VS::Saint-Gingolph::St-Gingolph
che,1899,6.8787,46.3152,VS::Vionnaz::Torgon
che,1902,7.0236,46.1785,VS::Evionnaz::1902
che,1903,7.0339,46.1716,VS::Collonges::1903
che,1904,7.0387,46.1343,VS::Vernayaz::1904
che,1905,7.0419,46.1489,VS::Dorénaz::1905
che,1906,7.1298,46.1235,VS::Charrat::1906
che,1907,7.1808,46.1453,VS::Saxon::1907
che,1908,7.2204,46.1687,VS::Riddes::1908
che,1911,7.1769,46.2026,VS::Leytron;Chamoson::Mayens-de-Chamoson||Ovronnaz
che,1912,7.1963,46.1885,VS::Leytron::Leytron||Produit (Leytron)||Montagnon (Leytron)||Dugny (Leytron)
che,1913,7.1533,46.1809,VS::Saillon||Saillon
che,1914,7.2446,46.158,VS::Isérables;Riddes::Isérables||Auddes-sur-Riddes
che,1918,7.2356,46.1443,VS::Riddes::La Tzoumaz
che,1920,7.0738,46.1006,VS::Martigny::1920
che,1921,7.054,46.0866,VS::Martigny-Combe::Martigny-Croix
che,1922,7.0214,46.1243,VS::Salvan::Salvan||Les Granges (Salvan)
che,1923,7.0038,46.1068,VS::Salvan::Les Marécottes||Le Trétien
che,1925,6.9654,46.0702,VS::Finhaut::Finhaut||Le Châtelard VS
che,1926,7.1137,46.1382,VS::Fully::1926
che,1927,7.0972,46.0897,VS::Vollèges::Chemin
che,1928,7.046,46.0972,VS::Martigny-Combe::Ravoire
che,1929,6.9947,46.056,VS::Trient::1929
che,1932,7.081,46.0778,VS::Bovernier::Bovernier||Les Valettes (Bovernier)
che,1933,7.144,46.0732,VS::Sembrancher;Vollèges::Sembrancher||Chamoille (Sembrancher)||La Garde (Sembrancher)||Vens (Sembrancher)
che,1934,7.2165,46.0727,VS::Bagnes::Le Châble VS||Bruson
che,1936,7.2196,46.0941,VS::Bagnes::Verbier
che,1937,7.1462,46.0311,VS::Orsières::1937
che,1938,7.1191,46.0267,VS::Orsières::Champex-Lac
che,1941,7.1729,46.0894,VS::Vollèges::Vollèges||Cries (Vollèges)
che,1942,7.162,46.098,VS::Vollèges::Levron
che,1943,7.1255,45.99,VS::Orsières::Praz-de-Fort
che,1944,7.0974,45.932,VS::Orsières::La Fouly VS
che,1945,7.1744,45.9985,VS::Liddes::Liddes||Fontaine Dessus (Liddes)||Fontaine Dessous (Liddes)||Dranse (Liddes)||Chandonne (Liddes)||Rive Haute (Liddes)||Fornex (Liddes)||Les Moulins VS (Liddes)||Vichères (Liddes)||Palasuit (Liddes)||Chez Petit (Liddes)||Petit Vichères (Liddes)
che,1946,7.2126,45.9496,VS::Bourg-Saint-Pierre::Bourg-St-Pierre
che,1947,7.2388,46.061,VS::Bagnes::Versegères||Champsec
che,1948,7.2743,46.0489,VS::Bagnes::Lourtier||Fionnay||Sarreyer
che,1950,7.362,46.2334,VS::Sion::1950
che,1955,7.2211,46.2048,VS::Chamoson::Chamoson||Les Vérines (Chamoson)||Némiaz (Chamoson)||Grugnay (Chamoson)||St-Pierre-de-Clages
che,1957,7.2526,46.2104,VS::Ardon::1957
che,1958,7.4161,46.2533,VS::Saint-Léonard;Sion::St-Léonard||Uvrier
che,1961,7.438,46.2102,VS::Mont-Noble::Vernamiège
che,1962,7.3188,46.2263,VS::Sion::Pont-de-la-Morge (Sion)
che,1963,7.2786,46.2237,VS::Vétroz::1963
che,1964,7.3049,46.2274,VS::Conthey::1964
che,1965,7.3498,46.2508,VS::Savièse::1965
che,1966,7.4088,46.275,VS::Ayent::Fortunau (Ayent)||Luc (Ayent)||St-Romain (Ayent)||Saxonne (Ayent)||Villa (Ayent)||La Place (Ayent)||Botyre (Ayent)||Blignou (Ayent)||Argnou (Ayent)||Signèse (Ayent)
che,1967,7.404,46.2308,VS::Sion::Bramois
che,1968,7.4365,46.1952,VS::Mont-Noble::Mase
che,1969,7.452,46.1675,VS::Saint-Martin (VS)::St-Martin VS||Liez (St-Martin)||Trogne (St-Martin)||Suen (St-Martin)||Eison (St-Martin)
che,1971,7.3798,46.2534,VS::Grimisuat::Grimisuat||Champlan (Grimisuat)
che,1972,7.3966,46.2962,VS::Ayent::Anzère
che,1973,7.4342,46.2293,VS::Mont-Noble::Nax
che,1974,7.3835,46.2723,VS::Arbaz::1974
che,1975,7.3029,46.2387,VS::Conthey::St-Séverin
che,1976,7.2906,46.2439,VS::Conthey::Erde||Aven||Daillon
che,1977,7.4385,46.2907,VS::Icogne::1977
che,1978,7.4454,46.2789,VS::Lens::1978
che,1981,7.3974,46.2118,VS::Vex::1981
che,1982,7.4223,46.1716,VS::Hérémence::Euseigne
che,1983,7.4846,46.1159,VS::Evolène::Evolène||Lanna
che,1984,7.506,46.0895,VS::Evolène::Les Haudères||La Tour VS
che,1985,7.5162,46.0977,VS::Evolène::La Sage||La Forclaz VS||Villa (Evolène)
che,1986,7.4832,46.0248,VS::Evolène::Arolla
che,1987,7.4045,46.1805,VS::Hérémence::1987
che,1988,7.3797,46.1833,VS::Vex::Thyon||Les Collons
che,1991,7.3514,46.2112,VS::Sion::Salins||Arvillard (Salins)||Pravidondaz (Salins)||Turin (Salins)||Misériez (Salins)
che,1992,7.3726,46.2083,VS::Sion::Les Agettes||Les Mayens-de-Sion||La Vernaz (Les Agettes)||Crête-à-l'Oeil (Les Agettes)
che,1993,7.3363,46.1906,VS::Veysonnaz;Nendaz::Clèbes (Nendaz)||Veysonnaz
che,1994,7.316,46.2067,VS::Nendaz::Aproz (Nendaz)
che,1996,7.3019,46.1875,VS::Nendaz::Basse-Nendaz||Fey (Nendaz)||Bieudron (Nendaz)||Condémines (Nendaz)||Saclentse||Baar (Nendaz)||Beuson (Nendaz)||Brignon (Nendaz)
che,1997,7.3052,46.1682,VS::Nendaz::Haute-Nendaz||Siviez (Nendaz)||Sornard (Nendaz)
che,2000,6.9264,46.992,NE::Neuchâtel::2000
che,2012,6.8772,46.9778,NE::Milvignes::Auvernier
che,2013,6.862,46.9663,NE::Milvignes::Colombier NE
che,2014,6.8401,46.9662,NE::Milvignes::Bôle
che,2015,6.8568,46.9537,NE::Boudry::Areuse
che,2016,6.8463,46.9429,NE::Cortaillod::2016
che,2017,6.8371,46.9514,NE::Boudry::2017
che,2019,6.8111,46.9725,NE::Rochefort::Rochefort||Chambrelien
che,2022,6.8156,46.9308,NE::La Grande-Béroche::Bevaix
che,2023,6.7805,46.9032,NE::La Grande-Béroche::Gorgier
che,2024,6.7736,46.8956,NE::La Grande-Béroche::St-Aubin-Sauges
che,2025,6.7858,46.9012,NE::La Grande-Béroche::Chez-le-Bart
che,2027,6.7455,46.893,NE::La Grande-Béroche::Montalchez||Fresens
che,2028,6.7551,46.8787,NE::La Grande-Béroche::Vaumarcus
che,2034,6.8886,46.9873,NE::Peseux::2034
che,2035,6.8769,46.9856,NE::Corcelles-Cormondrèche::Corcelles NE
che,2036,6.8697,46.9806,NE::Corcelles-Cormondrèche::Cormondrèche
che,2037,6.842,46.9898,NE::Val-de-Ruz;Rochefort::Montezillon||Montmollin
che,2042,6.9071,47.0162,NE::Valangin::2042
che,2043,6.89,47.0285,NE::Val-de-Ruz::Boudevilliers
che,2046,6.901,47.0437,NE::Val-de-Ruz::Fontaines NE
che,2052,6.8785,47.0643,NE::Val-de-Ruz::Fontainemelon||La Vue-des-Alpes
che,2053,6.9046,47.0615,NE::Val-de-Ruz::Cernier
che,2054,6.9348,47.074,NE::Val-de-Ruz::Chézard-St-Martin||Les Vieux-Prés
che,2056,6.9606,47.0728,NE::Val-de-Ruz::Dombresson
che,2057,6.9716,47.0747,NE::Val-de-Ruz::Villiers
che,2058,6.9868,47.0984,NE::Val-de-Ruz::Le Pâquier NE
che,2063,6.9276,47.0331,NE::Val-de-Ruz::Vilars NE||Engollon||Fenin||Saules
che,2065,6.9534,47.0474,NE::Val-de-Ruz::Savagnier
che,2067,6.9565,47.0284,NE::Neuchâtel::Chaumont
che,2068,6.9717,47.0136,NE::Hauterive (NE)::Hauterive NE
che,2072,6.9869,47.0134,NE::Saint-Blaise::St-Blaise
che,2073,7.0123,47.0565,NE::Enges::2073
che,2074,7.0012,47.0093,NE::La Tène::Marin-Epagnier
che,2075,7.0262,47.0241,NE::La Tène::Thielle||Wavre
che,2087,7.021,47.0379,NE::Cornaux::Cornaux NE
che,2088,7.0357,47.051,NE::Cressier (NE)::Cressier NE
che,2103,6.723,46.9561,NE::Val-de-Travers::Noiraigue
che,2105,6.6747,46.9409,NE::Val-de-Travers::Travers
che,2108,6.6326,46.925,NE::Val-de-Travers::Couvet
che,2112,6.6115,46.9119,NE::Val-de-Travers::Môtiers NE
che,2113,6.6007,46.9164,NE::Val-de-Travers::Boveresse
che,2114,6.5818,46.9013,NE::Val-de-Travers::Fleurier
che,2115,6.5521,46.8895,NE::Val-de-Travers::Buttes
che,2116,6.5092,46.8772,NE::Val-de-Travers::Mont-de-Buttes
che,2117,6.4895,46.867,NE::La Côte-aux-Fées::2117
che,2123,6.5621,46.9111,NE::Val-de-Travers::St-Sulpice NE
che,2124,6.5987,46.9391,NE::Val-de-Travers::Les Sagnettes
che,2126,6.479,46.9051,NE::Les Verrières::2126
che,2127,6.5201,46.9168,NE::Val-de-Travers::Les Bayards
che,2149,6.7627,46.9591,NE::Rochefort::Champ-du-Moulin||Fretereules||Brot-Dessous
che,2206,6.8466,47.0128,NE::Val-de-Ruz::Les Geneveys-sur-Coffrane
che,2207,6.8626,47.0102,NE::Val-de-Ruz::Coffrane
che,2208,6.8736,47.0484,NE::Val-de-Ruz::Les Hauts-Geneveys
che,2300,6.8545,47.1103,NE::La Chaux-de-Fonds::La Chaux-de-Fonds||La Cibourg
che,2314,6.7997,47.0394,NE::La Sagne::La Sagne NE
che,2316,6.7417,47.0051,NE::Les Ponts-de-Martel::Les Ponts-de-Martel||Petit-Martel
che,2318,6.746,46.9792,NE::Brot-Plamboz::2318
che,2322,6.7845,47.0773,NE::La Chaux-de-Fonds::Le Crêt-du-Locle
che,2325,6.7709,47.1062,NE::Les Planchettes::2325
che,2333,6.8921,47.1331,NE;BE::La Chaux-de-Fonds;La Ferrière::La Ferrière||La Cibourg
che,2336,6.9051,47.1766,JU::Les Bois::2336
che,2338,6.9821,47.2391,JU::Muriaux::Les Emibois||Muriaux
che,2340,6.9575,47.2265,JU::Le Noirmont::2340
che,2345,6.9979,47.2064,JU::La Chaux-des-Breuleux;Muriaux;Les Breuleux::Les Breuleux||La Chaux-des-Breuleux||Le Cerneux-Veusil
che,2350,6.9957,47.2557,JU::Saignelégier::2350
che,2353,6.9869,47.2716,JU::Saignelégier::Les Pommerats
che,2354,6.9526,47.2614,JU::Saignelégier::Goumois
che,2360,7.0141,47.2632,JU::Le Bémont (JU)::Le Bémont JU
che,2362,7.0704,47.2961,JU::Montfaucon::Montfaucon||Montfavergier
che,2363,7.0443,47.288,JU::Les Enfers::2363
che,2364,7.1125,47.305,JU::Saint-Brais::St-Brais
che,2400,6.7258,47.048,NE::Le Locle::Le Locle||Le Prévoux
che,2405,6.702,47.0136,NE::La Chaux-du-Milieu::2405
che,2406,6.5901,46.9721,NE::La Brévine::La Brévine||Les Taillères||La Châtagne||Le Brouillet
che,2414,6.665,47.0169,NE::Le Cerneux-Péquignot::2414
che,2416,6.7055,47.0676,NE::Les Brenets::2416
che,2502,7.2457,47.142,BE::Biel/Bienne::2502
che,2503,7.2586,47.1317,BE::Biel/Bienne::2503
che,2504,7.2827,47.1563,BE::Biel/Bienne::2504
che,2505,7.2174,47.1337,BE::Biel/Bienne::2505
che,2512,7.1958,47.1156,BE::Twann-Tüscherz::Tüscherz-Alfermée
che,2513,7.1599,47.0953,BE::Twann-Tüscherz::Twann
che,2514,7.1354,47.0859,BE::Ligerz::2514
che,2515,7.1299,47.0993,BE::Plateau de Diesse::Prêles
che,2516,7.1364,47.1174,BE::Plateau de Diesse::Lamboing
che,2517,7.1174,47.1123,BE::Plateau de Diesse::Diesse
che,2518,7.0803,47.1123,BE::Nods::2518
che,2520,7.0971,47.0645,BE::La Neuveville::2520
che,2523,7.0654,47.0808,NE::Lignières::2523
che,2525,7.065,47.0536,NE::Le Landeron::2525
che,2532,7.2167,47.1421,BE::Evilard::Magglingen/Macolin
che,2533,7.2396,47.1498,BE::Evilard::2533
che,2534,7.195,47.1564,BE::Orvin::Orvin||Les Prés-d'Orvin
che,2535,7.2574,47.1695,BE::Sauge::Frinvillier
che,2536,7.2874,47.1884,BE::Sauge::Plagne
che,2537,7.3033,47.187,BE::Sauge::Vauffelin
che,2538,7.3404,47.1889,BE::Romont (BE)::Romont BE
che,2540,7.4072,47.189,SO::Grenchen::2540
che,2542,7.3283,47.1741,BE::Pieterlen::2542
che,2543,7.3692,47.1824,BE::Lengnau (BE)::Lengnau BE
che,2544,7.4297,47.2034,SO::Bettlach::2544
che,2545,7.4539,47.2061,SO::Selzach::2545
che,2552,7.3128,47.1372,BE::Orpund::2552
che,2553,7.3278,47.1503,BE::Safnern::2553
che,2554,7.349,47.1617,BE::Meinisberg::2554
che,2555,7.2781,47.1235,BE::Brügg::Brügg BE
che,2556,7.3143,47.1313,BE::Scheuren||Schwadernau
che,2557,7.3032,47.113,BE::Studen (BE)::Studen BE
che,2558,7.2917,47.1211,BE::Aegerten::2558
che,2560,7.2406,47.125,BE::Nidau::2560
che,2562,7.2554,47.1172,BE::Port::2562
che,2563,7.2352,47.1173,BE::Ipsach::2563
che,2564,7.2454,47.107,BE::Bellmund::2564
che,2565,7.2636,47.0963,BE::Jens::2565
che,2572,7.2144,47.0942,BE::Sutz-Lattrigen;Mörigen::Mörigen||Sutz
che,2575,7.196,47.0661,BE::Täuffelen;Hagneck::Hagneck||Täuffelen||Gerolfingen
che,2576,7.1516,47.0467,BE::Lüscherz::2576
che,2577,7.1833,47.0287,BE::Siselen;Finsterhennen::Finsterhennen||Siselen BE
che,2603,7.2495,47.1949,BE::Péry-La Heutte::Péry
che,2604,7.2247,47.1897,BE::Péry-La Heutte::La Heutte
che,2605,7.1686,47.1951,BE::Sonceboz-Sombeval::2605
che,2606,7.1408,47.1942,BE::Corgémont::2606
che,2607,7.1067,47.1916,BE::Cortébert::2607
che,2608,7.0924,47.1753,BE::Courtelary;Cortébert::Montagne-de-Courtelary||Courtelary
che,2610,7.0039,47.157,BE::Saint-Imier;Cormoret::Mont-Crosin||St-Imier||Mont-Soleil||Les Pontins
che,2612,7.0541,47.1729,BE::Cormoret::2612
che,2613,7.0172,47.1564,BE::Villeret::2613
che,2615,6.9556,47.1305,BE::Sonvilier::Sonvilier||Montagne-de-Sonvilier
che,2616,6.9112,47.1227,NE;BE::La Chaux-de-Fonds;Renan (BE)::Renan BE||La Cibourg
che,2710,7.1974,47.2215,BE::Tavannes::2710
che,2712,7.1846,47.2442,BE::Saicourt::Le Fuet
che,2713,7.1683,47.264,BE::Saicourt::Bellelay
che,2714,7.1187,47.2585,JU::Les Genevez (JU)::Les Genevez JU||Le Prédame
che,2715,7.1973,47.2742,BE::Petit-Val::Châtelat||Monible
che,2716,7.214,47.2741,BE::Petit-Val::Sornetan
che,2717,7.1829,47.2857,BE::Petit-Val;Rebévelier::Rebévelier||Fornet-Dessous
che,2718,7.1492,47.2792,JU::Lajoux (JU)::Lajoux JU||Fornet-Dessus
che,2720,7.1263,47.2219,BE::Tramelan;Tavannes::Tramelan||La Tanne
che,2722,7.0825,47.2243,BE::Tramelan::Les Reussilles
che,2723,7.0534,47.2078,BE::Mont-Tramelan::2723
che,2732,7.2225,47.2413,BE::Saules (BE);Reconvilier;Saicourt;Loveresse::Loveresse||Reconvilier||Saicourt||Saules BE
che,2733,7.2544,47.2389,BE::Valbirse::Pontenet
che,2735,7.2871,47.2432,BE::Champoz;Valbirse::Champoz||Bévilard||Malleray
che,2736,7.3057,47.2394,BE::Sorvilier::2736
che,2738,7.3322,47.24,BE::Court::2738
che,2740,7.3722,47.2805,BE::Moutier::2740
che,2742,7.3419,47.2747,BE::Perrefitte::2742
che,2743,7.3988,47.2756,BE::Eschert::2743
che,2744,7.4059,47.2864,BE::Belprahon::2744
che,2745,7.4252,47.2834,BE::Grandval::2745
che,2746,7.4391,47.2842,BE::Crémines::2746
che,2747,7.49,47.2951,BE::Seehof;Corcelles (BE)::Corcelles BE||Seehof
che,2748,7.2614,47.2755,BE::Petit-Val::Souboz||Les Ecorcheresses
che,2762,7.3825,47.3021,BE::Roches (BE)::Roches BE
che,2800,7.3436,47.3647,JU::Delémont::2800
che,2802,7.2913,47.3547,JU::Develier::2802
che,2803,7.2434,47.3979,JU::Bourrignon::2803
che,2805,7.3695,47.3916,JU::Soyhières::2805
che,2806,7.3195,47.3979,JU::Mettembert::2806
che,2807,7.2694,47.4139,JU::Pleigne::Pleigne||Lucelle
che,2812,7.3164,47.4101,JU::Movelier::2812
che,2813,7.3356,47.4267,JU::Ederswiler::2813
che,2814,7.3414,47.433,BL::Roggenburg::2814
che,2822,7.3751,47.3622,JU::Courroux::2822
che,2823,7.3967,47.3619,JU::Courroux::Courcelon
che,2824,7.4131,47.3472,JU::Val Terbi::Vicques
che,2825,7.4514,47.3473,JU::Courchapoix::2825
che,2826,7.478,47.3481,JU::Val Terbi::Corban
che,2827,7.5275,47.3381,JU;BE::Schelten||Mervelier
che,2828,7.5104,47.3591,JU::Val Terbi::Montsevelier
che,2829,7.4781,47.3298,JU::Val Terbi::Vermes
che,2830,7.3746,47.3293,JU::Courrendlin::Courrendlin||Vellerat
che,2832,7.4094,47.3248,JU::Courrendlin::Rebeuvelier
che,2842,7.3427,47.3458,JU::Rossemaison::2842
che,2843,7.3448,47.3264,JU::Châtillon (JU)::Châtillon JU
che,2852,7.3159,47.3404,JU::Courtételle::2852
che,2853,7.2763,47.3326,JU::Haute-Sorne::Courfaivre
che,2854,7.2445,47.3363,JU::Haute-Sorne::Bassecourt
che,2855,7.1998,47.3316,JU::Haute-Sorne::Glovelier
che,2856,7.2156,47.349,JU::Boécourt::2856
che,2857,7.236,47.3734,JU::Boécourt::Montavon
